country,country_code_2_digit,country_code_3_digit,population,reported_date,icu_occupancy_count,hospital_occupancy_count,source
Netherlands,NL,NLD,17282163,2020-07-08,29,,Other Website
Norway,NO,NOR,5328212,2020-07-08,,8,Country_API
Poland,PL,POL,37972812,2020-07-08,,1683,Surveillance
Portugal,PT,PRT,10276617,2020-07-08,74,512,Country_Website
Slovakia,SK,SVK,5450421,2020-07-08,,10,JRC
Slovenia,SI,SVN,2080908,2020-07-08,0,14,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-08,,2259,Country_Website
Austria,AT,AUT,8858775,2020-07-07,10,91,Country_Website
Belgium,BE,BEL,11455519,2020-07-07,32,178,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-07,29,470,External_Github
Croatia,HR,HRV,4076246,2020-07-07,,89,Country_Website
United Kingdom,UK,GBR,66647112,2020-06-30,,3150,Country_Website
Austria,AT,AUT,8858775,2020-06-29,8,74,Country_Website
Belgium,BE,BEL,11455519,2020-06-29,41,244,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-29,25,423,External_Github
Croatia,HR,HRV,4076246,2020-06-29,,65,Country_Website
Czechia,CZ,CZE,10649800,2020-06-29,11,69,Country_Website
Estonia,EE,EST,1324820,2020-06-29,1,4,Country_API
Finland,FI,FIN,5517919,2020-06-29,0,23,External_Github
France,FR,FRA,67012883,2020-06-29,591,8643,Country_Website
Hungary,HU,HUN,9772756,2020-06-29,9,170,JRC
Iceland,IS,ISL,356991,2020-06-29,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-29,12,22,Country_Website
Italy,IT,ITA,60359546,2020-06-29,96,1216,Country_Github
Latvia,LV,LVA,1919968,2020-06-29,,7,Surveillance
Luxembourg,LU,LUX,613894,2020-06-29,2,16,Country_Website
Malta,MT,MLT,493559,2020-06-29,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-06-29,41,,Other Website
Norway,NO,NOR,5328212,2020-06-29,,18,Country_API
Poland,PL,POL,37972812,2020-06-29,,1797,Surveillance
Portugal,PT,PRT,10276617,2020-06-29,71,489,Country_Website
Slovakia,SK,SVK,5450421,2020-06-29,,15,JRC
Slovenia,SI,SVN,2080908,2020-06-29,0,8,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-29,,3495,Country_Website
Austria,AT,AUT,8858775,2020-06-28,9,71,Country_Website
Belgium,BE,BEL,11455519,2020-06-28,36,237,Country_Website
Czechia,CZ,CZE,10649800,2020-06-19,8,82,Country_Website
Denmark,DK,DNK,5806081,2020-06-19,6,37,Country_Website
Estonia,EE,EST,1324820,2020-06-19,1,8,Country_API
France,FR,FRA,67012883,2020-06-19,699,9925,Country_Website
Hungary,HU,HUN,9772756,2020-06-19,15,192,JRC
Iceland,IS,ISL,356991,2020-06-19,0,5,Surveillance
Ireland,IE,IRL,4904240,2020-06-19,16,44,Country_Website
Italy,IT,ITA,60359546,2020-06-19,161,2793,Country_Github
Latvia,LV,LVA,1919968,2020-06-19,,7,Surveillance
Luxembourg,LU,LUX,613894,2020-06-19,1,12,Country_Website
Netherlands,NL,NLD,17282163,2020-06-19,71,,Other Website
Norway,NO,NOR,5328212,2020-06-19,,17,Country_API
Poland,PL,POL,37972812,2020-06-19,,1886,Surveillance
Portugal,PT,PRT,10276617,2020-06-19,67,422,Country_Website
Romania,RO,ROU,19414458,2020-06-19,184,,Country_Website
Slovakia,SK,SVK,5450421,2020-06-19,,20,JRC
Slovenia,SI,SVN,2080908,2020-06-19,1,8,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-19,,4082,Country_Website
Belgium,BE,BEL,11455519,2020-06-18,52,340,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-18,12,276,External_Github
Croatia,HR,HRV,4076246,2020-06-18,,9,Country_Website
Czechia,CZ,CZE,10649800,2020-06-18,10,83,Country_Website
Denmark,DK,DNK,5806081,2020-06-18,6,38,Country_Website
Estonia,EE,EST,1324820,2020-06-18,1,10,Country_API
France,FR,FRA,67012883,2020-06-18,724,10080,Country_Website
France,FR,FRA,67012883,2020-08-20,368,4723,Country_Website
Hungary,HU,HUN,9772756,2020-08-20,7,57,JRC
Iceland,IS,ISL,356991,2020-08-20,0,1,Country_Website
Ireland,IE,IRL,4904240,2020-08-20,6,16,Country_Website
Italy,IT,ITA,60359546,2020-08-20,68,951,Country_Github
Latvia,LV,LVA,1919968,2020-08-20,,2,Country_Website
Luxembourg,LU,LUX,613894,2020-08-20,3,40,Country_Website
Netherlands,NL,NLD,17282163,2020-08-20,47,,Other Website
Norway,NO,NOR,5328212,2020-08-20,,10,Country_API
Poland,PL,POL,37972812,2020-08-20,,2110,Country_Website
Portugal,PT,PRT,10276617,2020-08-20,39,334,Country_Website
Romania,RO,ROU,19414458,2020-08-20,489,,Country_Website
Slovakia,SK,SVK,5450421,2020-08-20,,59,JRC
Slovenia,SI,SVN,2080908,2020-08-20,2,17,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-20,,866,Country_Website
Austria,AT,AUT,8858775,2020-08-19,20,121,Country_Website
Belgium,BE,BEL,11455519,2020-08-19,83,334,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-19,61,782,External_Github
Croatia,HR,HRV,4076246,2020-08-19,,122,Country_Website
Czechia,CZ,CZE,10649800,2020-08-19,25,110,Country_Website
Denmark,DK,DNK,5806081,2020-08-19,1,16,Country_Website
Estonia,EE,EST,1324820,2020-08-19,1,10,Country_API
Finland,FI,FIN,5517919,2020-08-19,0,8,External_Github
France,FR,FRA,67012883,2020-08-19,362,4781,Country_Website
Hungary,HU,HUN,9772756,2020-08-19,7,57,JRC
Croatia,HR,HRV,4076246,2020-07-16,,136,Country_Website
Czechia,CZ,CZE,10649800,2020-07-16,21,76,Country_Website
Denmark,DK,DNK,5806081,2020-07-16,5,17,Country_Website
Estonia,EE,EST,1324820,2020-07-16,2,4,Country_API
France,FR,FRA,67012883,2020-07-16,456,6754,Country_Website
Hungary,HU,HUN,9772756,2020-07-16,5,109,JRC
Iceland,IS,ISL,356991,2020-07-16,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-07-16,8,12,Country_Website
Italy,IT,ITA,60359546,2020-07-16,53,803,Country_Github
Latvia,LV,LVA,1919968,2020-07-16,,3,Surveillance
Luxembourg,LU,LUX,613894,2020-07-16,4,40,Country_Website
Netherlands,NL,NLD,17282163,2020-07-16,24,,Other Website
Norway,NO,NOR,5328212,2020-07-16,,6,Country_API
Poland,PL,POL,37972812,2020-07-16,,1550,Surveillance
Portugal,PT,PRT,10276617,2020-07-16,72,476,Country_Website
Romania,RO,ROU,19414458,2020-07-16,261,,Country_Website
Slovakia,SK,SVK,5450421,2020-07-16,,12,JRC
Slovenia,SI,SVN,2080908,2020-07-16,1,18,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-16,,1697,Country_Website
Austria,AT,AUT,8858775,2020-07-15,10,96,Country_Website
Belgium,BE,BEL,11455519,2020-07-15,27,150,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-15,27,551,External_Github
Croatia,HR,HRV,4076246,2020-07-15,,132,Country_Website
Czechia,CZ,CZE,10649800,2020-07-15,17,79,Country_Website
Denmark,DK,DNK,5806081,2020-07-15,6,19,Country_Website
Romania,RO,ROU,19414458,2020-06-13,171,,Country_Website
Slovakia,SK,SVK,5450421,2020-06-13,,24,JRC
Slovenia,SI,SVN,2080908,2020-06-13,0,6,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-13,,4518,Country_Website
Austria,AT,AUT,8858775,2020-06-12,9,69,Country_Website
Belgium,BE,BEL,11455519,2020-06-12,88,425,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-12,15,204,External_Github
Croatia,HR,HRV,4076246,2020-06-12,,6,Country_Website
Czechia,CZ,CZE,10649800,2020-06-12,11,68,Country_Website
Denmark,DK,DNK,5806081,2020-06-12,12,12,Country_Website
Estonia,EE,EST,1324820,2020-06-12,0,15,Country_API
Finland,FI,FIN,5517919,2020-06-12,3,23,External_Github
France,FR,FRA,67012883,2020-06-12,851,11079,Country_Website
Hungary,HU,HUN,9772756,2020-06-12,20,290,JRC
Iceland,IS,ISL,356991,2020-06-12,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-12,27,79,Country_Website
Italy,IT,ITA,60359546,2020-06-12,227,4120,Country_Github
Latvia,LV,LVA,1919968,2020-06-12,,10,Surveillance
Luxembourg,LU,LUX,613894,2020-06-12,0,16,Country_Website
Malta,MT,MLT,493559,2020-06-12,2,,Surveillance
Netherlands,NL,NLD,17282163,2020-06-12,104,,Other Website
Norway,NO,NOR,5328212,2020-06-12,,16,Country_API
Poland,PL,POL,37972812,2020-06-12,,1629,Surveillance
Portugal,PT,PRT,10276617,2020-06-12,73,440,Country_Website
Romania,RO,ROU,19414458,2020-06-12,171,,Country_Website
Finland,FI,FIN,5517919,2020-03-31,56,137,External_Github
France,FR,FRA,67012883,2020-03-31,5496,22672,Country_Website
Iceland,IS,ISL,356991,2020-03-31,13,40,Country_Website
Ireland,IE,IRL,4904240,2020-03-31,120,596,Country_Website
Italy,IT,ITA,60359546,2020-03-31,4023,32215,Country_Github
Latvia,LV,LVA,1919968,2020-03-31,,27,Surveillance
Luxembourg,LU,LUX,613894,2020-03-31,32,185,Country_Website
Malta,MT,MLT,493559,2020-03-31,3,,Surveillance
Netherlands,NL,NLD,17282163,2020-03-31,1193,,Other Website
Norway,NO,NOR,5328212,2020-03-31,,317,Country_API
Portugal,PT,PRT,10276617,2020-03-31,188,627,Country_Website
Romania,RO,ROU,19414458,2020-03-31,62,,Country_Website
Slovenia,SI,SVN,2080908,2020-03-31,28,110,Country_Github
United Kingdom,UK,GBR,66647112,2020-03-31,,12205,Country_Website
Belgium,BE,BEL,11455519,2020-03-30,1021,4897,Country_Website
Czechia,CZ,CZE,10649800,2020-03-30,66,293,Country_Website
Denmark,DK,DNK,5806081,2020-03-30,137,533,Country_Website
Estonia,EE,EST,1324820,2020-03-30,,95,Country_API
Estonia,EE,EST,1324820,2020-03-30,13,,Surveillance
Finland,FI,FIN,5517919,2020-03-30,49,143,External_Github
France,FR,FRA,67012883,2020-03-30,5056,20946,Country_Website
Iceland,IS,ISL,356991,2020-03-30,11,37,Country_Website
Ireland,IE,IRL,4904240,2020-03-30,107,571,Country_Website
Italy,IT,ITA,60359546,2020-03-30,3981,31776,Country_Github
Romania,RO,ROU,19414458,2020-09-01,522,,Country_Website
Slovakia,SK,SVK,5450421,2020-09-01,,77,JRC
Slovenia,SI,SVN,2080908,2020-09-01,3,25,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-01,,828,Country_Website
Austria,AT,AUT,8858775,2020-08-31,31,154,Country_Website
Belgium,BE,BEL,11455519,2020-08-31,74,243,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-31,63,726,External_Github
Croatia,HR,HRV,4076246,2020-08-31,,251,Country_Website
Czechia,CZ,CZE,10649800,2020-08-31,35,172,Country_Website
Denmark,DK,DNK,5806081,2020-08-31,4,23,Country_Website
Estonia,EE,EST,1324820,2020-08-31,0,9,Country_API
Finland,FI,FIN,5517919,2020-08-31,1,10,External_Github
France,FR,FRA,67012883,2020-08-31,403,4564,Country_Website
Hungary,HU,HUN,9772756,2020-08-31,7,103,JRC
Iceland,IS,ISL,356991,2020-08-31,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-31,6,35,Country_Website
Italy,IT,ITA,60359546,2020-08-31,94,1382,Country_Github
Latvia,LV,LVA,1919968,2020-08-31,,5,Country_Website
Luxembourg,LU,LUX,613894,2020-08-31,2,28,Country_Website
Netherlands,NL,NLD,17282163,2020-08-31,45,,Other Website
Norway,NO,NOR,5328212,2020-08-31,,12,Country_API
Poland,PL,POL,37972812,2020-08-31,,2249,Country_Website
Portugal,PT,PRT,10276617,2020-08-31,41,349,Country_Website
Romania,RO,ROU,19414458,2020-08-31,506,,Country_Website
Slovakia,SK,SVK,5450421,2020-08-31,,77,JRC
Denmark,DK,DNK,5806081,2020-08-13,1,13,Country_Website
Estonia,EE,EST,1324820,2020-08-13,1,8,Country_API
France,FR,FRA,67012883,2020-08-13,351,4824,Country_Website
Hungary,HU,HUN,9772756,2020-08-13,5,66,JRC
Iceland,IS,ISL,356991,2020-08-13,0,1,Country_Website
Ireland,IE,IRL,4904240,2020-08-13,6,12,Country_Website
Italy,IT,ITA,60359546,2020-08-13,55,841,Country_Github
Latvia,LV,LVA,1919968,2020-08-13,,3,Surveillance
Luxembourg,LU,LUX,613894,2020-08-13,3,38,Country_Website
Netherlands,NL,NLD,17282163,2020-08-13,39,,Other Website
Norway,NO,NOR,5328212,2020-08-13,,12,Country_API
Poland,PL,POL,37972812,2020-08-13,,2059,Country_Website
Portugal,PT,PRT,10276617,2020-08-13,39,358,Country_Website
Romania,RO,ROU,19414458,2020-08-13,478,,Country_Website
Slovakia,SK,SVK,5450421,2020-08-13,,57,JRC
Slovenia,SI,SVN,2080908,2020-08-13,3,19,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-13,,944,Country_Website
Austria,AT,AUT,8858775,2020-08-12,25,118,Country_Website
Belgium,BE,BEL,11455519,2020-08-12,76,301,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-12,64,861,External_Github
Croatia,HR,HRV,4076246,2020-08-12,,117,Country_Website
Czechia,CZ,CZE,10649800,2020-08-12,22,101,Country_Website
Denmark,DK,DNK,5806081,2020-08-12,1,16,Country_Website
Estonia,EE,EST,1324820,2020-08-12,2,8,Country_API
Finland,FI,FIN,5517919,2020-08-12,1,7,External_Github
Hungary,HU,HUN,9772756,2020-06-06,21,387,JRC
Iceland,IS,ISL,356991,2020-06-06,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-06,36,122,Country_Website
Italy,IT,ITA,60359546,2020-06-06,293,5295,Country_Github
Latvia,LV,LVA,1919968,2020-06-06,,11,Surveillance
Luxembourg,LU,LUX,613894,2020-06-06,1,13,Country_Website
Netherlands,NL,NLD,17282163,2020-06-06,124,,Other Website
Norway,NO,NOR,5328212,2020-06-06,,21,Surveillance
Poland,PL,POL,37972812,2020-06-06,,2128,Surveillance
Portugal,PT,PRT,10276617,2020-06-06,57,414,Country_Website
Romania,RO,ROU,19414458,2020-06-06,153,,Country_Website
Slovakia,SK,SVK,5450421,2020-06-06,,37,JRC
Slovenia,SI,SVN,2080908,2020-06-06,0,6,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-06,,5630,Country_Website
Austria,AT,AUT,8858775,2020-06-05,20,75,Country_Website
Belgium,BE,BEL,11455519,2020-06-05,121,647,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-05,8,149,External_Github
Croatia,HR,HRV,4076246,2020-06-05,,12,Country_Website
Czechia,CZ,CZE,10649800,2020-06-05,9,60,Country_Website
Denmark,DK,DNK,5806081,2020-06-05,17,85,Country_Website
Estonia,EE,EST,1324820,2020-06-05,0,14,Country_API
Finland,FI,FIN,5517919,2020-06-05,8,51,External_Github
France,FR,FRA,67012883,2020-06-05,1065,12650,Country_Website
Hungary,HU,HUN,9772756,2020-06-05,21,397,JRC
Iceland,IS,ISL,356991,2020-06-05,0,0,Country_Website
Norway,NO,NOR,5328212,2020-06-03,,27,Country_API
Poland,PL,POL,37972812,2020-06-03,,2150,Surveillance
Portugal,PT,PRT,10276617,2020-06-03,56,428,Country_Website
Romania,RO,ROU,19414458,2020-06-03,162,,Country_Website
Slovakia,SK,SVK,5450421,2020-06-03,,42,JRC
Slovenia,SI,SVN,2080908,2020-06-03,0,5,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-03,,6252,Country_Website
Austria,AT,AUT,8858775,2020-06-02,26,88,Country_Website
Belgium,BE,BEL,11455519,2020-06-02,172,821,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-02,20,141,External_Github
Croatia,HR,HRV,4076246,2020-06-02,,17,Country_Website
Czechia,CZ,CZE,10649800,2020-06-02,11,74,Country_Website
Denmark,DK,DNK,5806081,2020-06-02,21,99,Country_Website
Estonia,EE,EST,1324820,2020-06-02,1,21,Country_API
Finland,FI,FIN,5517919,2020-06-02,9,62,External_Github
France,FR,FRA,67012883,2020-06-02,1221,13978,Country_Website
Hungary,HU,HUN,9772756,2020-06-02,24,427,JRC
Iceland,IS,ISL,356991,2020-06-02,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-02,36,194,Country_Website
Italy,IT,ITA,60359546,2020-06-02,408,6324,Country_Github
Latvia,LV,LVA,1919968,2020-06-02,,14,Surveillance
Luxembourg,LU,LUX,613894,2020-06-02,2,22,Country_Website
Malta,MT,MLT,493559,2020-06-02,2,,Surveillance
Netherlands,NL,NLD,17282163,2020-06-02,144,,Other Website
Norway,NO,NOR,5328212,2020-06-02,,32,Country_API
Denmark,DK,DNK,5806081,2020-08-05,2,23,Country_Website
Estonia,EE,EST,1324820,2020-08-05,1,9,Country_API
Finland,FI,FIN,5517919,2020-08-05,0,6,External_Github
France,FR,FRA,67012883,2020-08-05,360,5107,Country_Website
Hungary,HU,HUN,9772756,2020-08-05,7,72,JRC
Iceland,IS,ISL,356991,2020-08-05,0,1,Surveillance
Ireland,IE,IRL,4904240,2020-08-05,6,17,Country_Website
Italy,IT,ITA,60359546,2020-08-05,41,805,Country_Github
Latvia,LV,LVA,1919968,2020-08-05,,6,Surveillance
Luxembourg,LU,LUX,613894,2020-08-05,9,51,Country_Website
Netherlands,NL,NLD,17282163,2020-08-05,33,,Other Website
Norway,NO,NOR,5328212,2020-08-05,,11,Country_API
Poland,PL,POL,37972812,2020-08-05,,1898,Country_Website
Portugal,PT,PRT,10276617,2020-08-05,41,384,Country_Website
Romania,RO,ROU,19414458,2020-08-05,464,,Country_Website
Slovakia,SK,SVK,5450421,2020-08-05,,29,JRC
Slovenia,SI,SVN,2080908,2020-08-05,3,22,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-05,,1113,Country_Website
Austria,AT,AUT,8858775,2020-08-04,23,107,Country_Website
Belgium,BE,BEL,11455519,2020-08-04,63,265,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-04,43,823,External_Github
Croatia,HR,HRV,4076246,2020-08-04,,117,Country_Website
Czechia,CZ,CZE,10649800,2020-08-04,13,116,Country_Website
Denmark,DK,DNK,5806081,2020-08-04,3,24,Country_Website
Estonia,EE,EST,1324820,2020-08-04,2,9,Country_API
France,FR,FRA,67012883,2020-07-28,361,5510,Country_Website
Hungary,HU,HUN,9772756,2020-07-28,6,76,JRC
Ireland,IE,IRL,4904240,2020-07-28,6,10,Country_Website
Italy,IT,ITA,60359546,2020-07-28,40,789,Country_Github
Latvia,LV,LVA,1919968,2020-07-28,,2,Surveillance
Luxembourg,LU,LUX,613894,2020-07-28,4,59,Country_Website
Netherlands,NL,NLD,17282163,2020-07-28,24,,Other Website
Norway,NO,NOR,5328212,2020-07-28,,5,Country_API
Poland,PL,POL,37972812,2020-07-28,,1655,Country_Website
Portugal,PT,PRT,10276617,2020-07-28,41,402,Country_Website
Romania,RO,ROU,19414458,2020-07-28,357,,Country_Website
Slovakia,SK,SVK,5450421,2020-07-28,,24,JRC
Slovenia,SI,SVN,2080908,2020-07-28,3,17,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-28,,1284,Country_Website
Austria,AT,AUT,8858775,2020-07-27,16,95,Country_Website
Belgium,BE,BEL,11455519,2020-07-27,52,222,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-27,34,682,External_Github
Croatia,HR,HRV,4076246,2020-07-27,,138,Country_Website
Czechia,CZ,CZE,10649800,2020-07-27,17,108,Country_Website
Denmark,DK,DNK,5806081,2020-07-27,3,22,Country_Website
Estonia,EE,EST,1324820,2020-07-27,1,3,Country_API
Finland,FI,FIN,5517919,2020-07-27,0,5,External_Github
France,FR,FRA,67012883,2020-07-27,374,5614,Country_Website
Hungary,HU,HUN,9772756,2020-07-27,6,71,JRC
Ireland,IE,IRL,4904240,2020-07-27,6,11,Country_Website
Finland,FI,FIN,5517919,2020-04-04,73,187,External_Github
France,FR,FRA,67012883,2020-04-04,6723,28003,Country_Website
Iceland,IS,ISL,356991,2020-04-04,11,37,Country_Website
Ireland,IE,IRL,4904240,2020-04-04,140,738,Country_Website
Italy,IT,ITA,60359546,2020-04-04,3994,33004,Country_Github
Latvia,LV,LVA,1919968,2020-04-04,,29,Surveillance
Luxembourg,LU,LUX,613894,2020-04-04,43,216,Country_Website
Malta,MT,MLT,493559,2020-04-04,4,,Surveillance
Netherlands,NL,NLD,17282163,2020-04-04,1282,,Other Website
Norway,NO,NOR,5328212,2020-04-04,,306,Country_API
Portugal,PT,PRT,10276617,2020-04-04,251,1075,Country_Website
Slovenia,SI,SVN,2080908,2020-04-04,32,109,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-04,,16587,Country_Website
Belgium,BE,BEL,11455519,2020-04-03,1245,5513,Country_Website
Czechia,CZ,CZE,10649800,2020-04-03,88,376,Country_Website
Denmark,DK,DNK,5806081,2020-04-03,139,516,Country_Website
Estonia,EE,EST,1324820,2020-04-03,20,,Surveillance
Estonia,EE,EST,1324820,2020-04-03,,118,Country_API
Finland,FI,FIN,5517919,2020-04-03,72,180,External_Github
France,FR,FRA,67012883,2020-04-03,6556,27302,Country_Website
Iceland,IS,ISL,356991,2020-04-03,11,41,Country_Website
Ireland,IE,IRL,4904240,2020-04-03,137,704,Country_Website
Italy,IT,ITA,60359546,2020-04-03,4068,32809,Country_Github
Latvia,LV,LVA,1919968,2020-04-03,,31,Surveillance
Bulgaria,BG,BGR,7000039,2020-06-28,20,423,External_Github
Croatia,HR,HRV,4076246,2020-06-28,,60,Country_Website
Czechia,CZ,CZE,10649800,2020-06-28,14,66,Country_Website
Estonia,EE,EST,1324820,2020-06-28,1,5,Country_API
France,FR,FRA,67012883,2020-06-28,594,8727,Country_Website
Hungary,HU,HUN,9772756,2020-06-28,9,172,JRC
Iceland,IS,ISL,356991,2020-06-28,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-28,11,20,Country_Website
Italy,IT,ITA,60359546,2020-06-28,98,1258,Country_Github
Latvia,LV,LVA,1919968,2020-06-28,,7,Surveillance
Luxembourg,LU,LUX,613894,2020-06-28,2,11,Country_Website
Malta,MT,MLT,493559,2020-06-28,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-06-28,41,,Other Website
Poland,PL,POL,37972812,2020-06-28,,1845,Surveillance
Portugal,PT,PRT,10276617,2020-06-28,75,458,Country_Website
Romania,RO,ROU,19414458,2020-06-28,217,,Country_Website
Slovakia,SK,SVK,5450421,2020-06-28,,15,JRC
Slovenia,SI,SVN,2080908,2020-06-28,0,7,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-28,,3314,Country_Website
Austria,AT,AUT,8858775,2020-06-27,10,71,Country_Website
Belgium,BE,BEL,11455519,2020-06-27,34,237,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-27,18,392,External_Github
Croatia,HR,HRV,4076246,2020-06-27,,54,Country_Website
Czechia,CZ,CZE,10649800,2020-06-27,11,61,Country_Website
Estonia,EE,EST,1324820,2020-06-27,1,4,Country_API
Italy,IT,ITA,60359546,2020-06-16,177,3478,Country_Github
Latvia,LV,LVA,1919968,2020-06-16,,8,Surveillance
Luxembourg,LU,LUX,613894,2020-06-16,1,15,Country_Website
Netherlands,NL,NLD,17282163,2020-06-16,91,,Other Website
Norway,NO,NOR,5328212,2020-06-16,,18,Country_API
Poland,PL,POL,37972812,2020-06-16,,1806,Surveillance
Portugal,PT,PRT,10276617,2020-06-16,71,423,Country_Website
Romania,RO,ROU,19414458,2020-06-16,173,,Country_Website
Slovakia,SK,SVK,5450421,2020-06-16,,0,JRC
Slovenia,SI,SVN,2080908,2020-06-16,1,7,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-16,,4488,Country_Website
Austria,AT,AUT,8858775,2020-06-15,15,79,Country_Website
Belgium,BE,BEL,11455519,2020-06-15,75,393,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-15,15,244,External_Github
Croatia,HR,HRV,4076246,2020-06-15,,7,Country_Website
Czechia,CZ,CZE,10649800,2020-06-15,9,77,Country_Website
Denmark,DK,DNK,5806081,2020-06-15,9,46,Country_Website
Estonia,EE,EST,1324820,2020-06-15,1,14,Country_API
Finland,FI,FIN,5517919,2020-06-15,3,22,External_Github
France,FR,FRA,67012883,2020-06-15,818,10707,Country_Website
Hungary,HU,HUN,9772756,2020-06-15,19,275,JRC
Iceland,IS,ISL,356991,2020-06-15,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-15,24,78,Country_Website
Italy,IT,ITA,60359546,2020-06-15,207,3696,Country_Github
Latvia,LV,LVA,1919968,2020-06-15,,7,Surveillance
Finland,FI,FIN,5517919,2020-04-09,82,244,External_Github
France,FR,FRA,67012883,2020-04-09,6937,30608,Country_Website
Iceland,IS,ISL,356991,2020-04-09,11,38,Country_Website
Ireland,IE,IRL,4904240,2020-04-09,151,838,Country_Website
Italy,IT,ITA,60359546,2020-04-09,3605,32004,Country_Github
Latvia,LV,LVA,1919968,2020-04-09,,38,Surveillance
Luxembourg,LU,LUX,613894,2020-04-09,39,202,Country_Website
Malta,MT,MLT,493559,2020-04-09,4,,Surveillance
Netherlands,NL,NLD,17282163,2020-04-09,1278,,Other Website
Norway,NO,NOR,5328212,2020-04-09,,252,Country_API
Portugal,PT,PRT,10276617,2020-04-09,241,1173,Country_Website
Romania,RO,ROU,19414458,2020-04-09,178,,Country_Website
Slovenia,SI,SVN,2080908,2020-04-09,34,108,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-09,,19495,Country_Website
Austria,AT,AUT,8858775,2020-04-08,,1096,Surveillance
Belgium,BE,BEL,11455519,2020-04-08,1285,5616,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-08,27,233,External_Github
Czechia,CZ,CZE,10649800,2020-04-08,94,422,Country_Website
Denmark,DK,DNK,5806081,2020-04-08,127,453,Country_Website
Estonia,EE,EST,1324820,2020-04-08,9,,Surveillance
Estonia,EE,EST,1324820,2020-04-08,,130,Country_API
Finland,FI,FIN,5517919,2020-04-08,82,239,External_Github
France,FR,FRA,67012883,2020-04-08,7019,30217,Country_Website
Iceland,IS,ISL,356991,2020-04-08,11,40,Country_Website
France,FR,FRA,67012883,2020-08-12,355,4850,Country_Website
Hungary,HU,HUN,9772756,2020-08-12,5,64,JRC
Iceland,IS,ISL,356991,2020-08-12,1,1,Country_Website
Ireland,IE,IRL,4904240,2020-08-12,6,13,Country_Website
Italy,IT,ITA,60359546,2020-08-12,53,832,Country_Github
Latvia,LV,LVA,1919968,2020-08-12,,6,Surveillance
Luxembourg,LU,LUX,613894,2020-08-12,1,38,Country_Website
Netherlands,NL,NLD,17282163,2020-08-12,42,,Other Website
Norway,NO,NOR,5328212,2020-08-12,,15,Country_API
Poland,PL,POL,37972812,2020-08-12,,2021,Country_Website
Portugal,PT,PRT,10276617,2020-08-12,40,367,Country_Website
Romania,RO,ROU,19414458,2020-08-12,485,,Country_Website
Slovakia,SK,SVK,5450421,2020-08-12,,58,JRC
Slovenia,SI,SVN,2080908,2020-08-12,2,23,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-12,,937,Country_Website
Austria,AT,AUT,8858775,2020-08-11,25,119,Country_Website
Belgium,BE,BEL,11455519,2020-08-11,77,307,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-11,54,854,External_Github
Croatia,HR,HRV,4076246,2020-08-11,,115,Country_Website
Czechia,CZ,CZE,10649800,2020-08-11,23,110,Country_Website
Denmark,DK,DNK,5806081,2020-08-11,2,20,Country_Website
Estonia,EE,EST,1324820,2020-08-11,2,9,Country_API
France,FR,FRA,67012883,2020-08-11,367,4971,Country_Website
